AmountOfPlay,AuthorID,Collection,Comment,CreationDate,Forwarding,Labels,NumberOfSongs,SongListName,SongsListID,Url
231855,380607001,4263,17,2017-04-27,68,夜晚 伤感 轻音乐 ,43,将我埋葬在某个寻常的雨夜,709578185,https://music.163.com/playlist?id=709578185
561194,342371680,5491,24,2023-12-05,130,欧美 R&B/Soul 浪漫 ,170,R&B/Soul血型人：浪漫 微醺 氛围鼓点曲,8903810943,https://music.163.com/playlist?id=8903810943
2169370,342371680,17535,51,2023-10-20,184,华语 流行 古风 ,86,戏腔绝唱 | 国风传唱 戏腔一响 惊艳全场,8810744255,https://music.163.com/playlist?id=8810744255
1078084,286427520,14126,126,2019-07-28,488,欧美 摇滚 ,41,巴洛克流行 I 摇滚和古典的美妙结合,2903676321,https://music.163.com/playlist?id=2903676321
7409918,585547926,54978,332,2021-04-05,890,华语 流行 R&B/Soul ,130,华语R&B|和喜欢的人一起听歌就有双倍的快乐,6697491422,https://music.163.com/playlist?id=6697491422
60975,1478566802,829,10,2019-08-09,7,轻音乐 学习 治愈 ,179,心烦意乱的时候 更适合听点安静的音乐,2925177608,https://music.163.com/playlist?id=2925177608
645517,1586735597,7915,56,2023-04-25,62,夜晚 伤感 孤独 ,198,【虐向】be文必备歌曲|再见过路人,8378202055,https://music.163.com/playlist?id=8378202055
664523,7883293786,6057,34,2023-06-08,135,华语 另类/独立 清新 ,60,“一 起 逃 跑 吧” 小众华语浪漫集,8468792057,https://music.163.com/playlist?id=8468792057
29776,3813131660,459,14,2023-07-25,5,伤感 孤独 学习 ,109,『INFJ』渴望灵魂共振的自我救赎论者,8590558861,https://music.163.com/playlist?id=8590558861
1319415,342371680,11561,135,2023-05-25,118,轻音乐 清新 流行 ,142,治愈纯音乐 | 人间温柔 聆听时光静好,8436750387,https://music.163.com/playlist?id=8436750387
33737,333109897,329,15,2017-06-23,13,日语 ACG 快乐 ,165,〔日系二次元ACG〕总有一天会传达给你!,773407759,https://music.163.com/playlist?id=773407759
762256,3218192496,6468,24,2024-01-17,174,华语 流行 快乐 ,55,爆甜情歌｜适合暧昧期间和crush一起听,9163136347,https://music.163.com/playlist?id=9163136347
354296,269520705,2048,1,2022-08-27,28,华语 流行 放松 ,169,超有氛围感的车载歌单｜流行音乐,7609163105,https://music.163.com/playlist?id=7609163105
69416,467282739,1139,18,2018-07-12,10,日语 旅行 放松 ,203,适合一个人听的日语歌,2312286439,https://music.163.com/playlist?id=2312286439
129047,299523039,3402,43,2018-08-05,98,日语 摇滚 散步 ,159,『日摇』日搖佳作收錄,2348385935,https://music.163.com/playlist?id=2348385935
203565,368570325,1639,9,2023-09-01,28,欧美 说唱 酒吧 ,45,『歐美Trap』令人抓耳旋律说唱,8706038921,https://music.163.com/playlist?id=8706038921
24506582,354868458,47970,358,2020-11-24,1455,华语 流行 伤感 ,152,深夜emo伤感丨一个人一首歌不同的故事,5349200976,https://music.163.com/playlist?id=5349200976
4121281,372680052,41872,563,2018-02-04,2241,轻音乐 夜晚 学习 ,107,睡觉专用，听了睡不好找我。,2087175732,https://music.163.com/playlist?id=2087175732
3730421,633475614,32054,81,2023-01-26,367,欧美 放松 流行 ,150,欧美放松向丨假期需要点节奏放松,8099934660,https://music.163.com/playlist?id=8099934660
23522,504398863,230,7,2019-08-13,7,R&B/Soul 爵士 浪漫 ,168,【银河系浪漫电台】热烈慵懒系宝藏乐队特辑,2935259496,https://music.163.com/playlist?id=2935259496
4795549,1468753117,63415,261,2023-01-10,469,日语 ACG ,89,【日语】熟悉感瞬间涌上心头,8035291053,https://music.163.com/playlist?id=8035291053
66503,440788732,1920,8,2022-02-26,43,古典 经典 轻音乐 ,124,『古典』不要温和地走进那良夜,7310351200,https://music.163.com/playlist?id=7310351200
286715,413573792,3588,103,2023-03-26,144,思念 ,108,去你吗的答应我会幸福,8260166525,https://music.163.com/playlist?id=8260166525
4424448,372680052,32088,211,2019-06-07,3066,欧美 流行 电子 ,301,「欧美电子」日落西山 | 犹如一幅少女油画,2832842727,https://music.163.com/playlist?id=2832842727
2984341,2142110154,27007,194,2023-02-15,362,快乐 流行 华语 ,146,〖阳光小调 〗城市逃离计划,8168289952,https://music.163.com/playlist?id=8168289952
16129990,354868458,16359,115,2021-09-26,471,流行 华语 学习 ,115,伤感emo歌单「失恋」「孤独」「难过」,6988887536,https://music.163.com/playlist?id=6988887536
7458141,397929210,81372,187,2022-05-07,1186,轻音乐 下午茶 放松 ,196,「纯音乐」温暖治愈丨沉浸于慵懒的下午时光,7423482819,https://music.163.com/playlist?id=7423482819
122149,352701105,1186,24,2016-11-04,9,日语 ACG 治愈 ,165,[日系]绝美女声，前奏秒杀.每一首都是精选~,501537294,https://music.163.com/playlist?id=501537294
1571831,1367867579,4532,34,2023-04-26,92,治愈 民谣 安静 ,99,[民谣] 总有一首歌唱的是你的人生,8379963058,https://music.163.com/playlist?id=8379963058
348993,384402876,1996,32,2017-08-26,36,夜晚 摇滚 ,108,今夜我不关心人类.我只想你,895226424,https://music.163.com/playlist?id=895226424
3403311,342371680,73068,266,2023-07-19,893,孤独 轻音乐 古典 ,160,美学纯音：纯粹 寂静 悠远 孤独 深邃,8573117366,https://music.163.com/playlist?id=8573117366
5362098,354868458,22850,23,2022-04-16,1249,华语 流行 伤感 ,101,Emo天花板歌曲系列「伤感」「睡觉听」,7381834973,https://music.163.com/playlist?id=7381834973
814793,1520836115,8247,137,2023-11-29,113,欧美 流行 治愈 ,138,改变磁场，吸引好运，快乐玄学100％欧美系,8891421016,https://music.163.com/playlist?id=8891421016
528929,1289346856,5877,34,2023-09-06,86,放松 驾车 兴奋 ,136,驾车放松｜落日余晖 沙滩公路 敞篷跑车,8716261797,https://music.163.com/playlist?id=8716261797
29982,1654215940,434,6,2023-07-19,10,流行 伤感 网络歌曲 ,51,命缘相思苦刀斩不断忧郁,8573898705,https://music.163.com/playlist?id=8573898705
1405883,342371680,13072,31,2023-08-14,249,欧美 R&B/Soul 流行 ,271,氛围R&B | 浪漫血型 R&B血型人的每日必听曲,8656474505,https://music.163.com/playlist?id=8656474505
153704336,506592007,2241455,13487,2018-11-19,31296,轻音乐 学习 夜晚 ,168,纯音乐 轻音乐 解压 学习 刷题 睡觉 御用,2520739691,https://music.163.com/playlist?id=2520739691
266161,544261943,2008,5,2023-09-29,28,华语 流行 兴奋 ,246,连麻/隼/SASI /罗言/雪原双子/加木/脆皮,8764306233,https://music.163.com/playlist?id=8764306233
80281,3910027891,697,36,2020-10-06,5,流行 说唱 华语 ,146,以歌养神，养癫了可还…好？,5276465953,https://music.163.com/playlist?id=5276465953
904103,342371680,4750,8,2023-12-31,71,华语 流行 治愈 ,108,『小甜歌Pick』像嘴里含着的草莓味软糖！,9111148297,https://music.163.com/playlist?id=9111148297
4713497,336040242,41526,269,2020-05-16,1526,摇滚 浪漫 华语 ,100,宝藏乐队丨落日沉溺于橘色的海,5020401051,https://music.163.com/playlist?id=5020401051
1146346,342371680,11471,29,2023-09-11,123,欧美 流行 快乐 ,153,欧美轻小调 | Apricity 干净阳光 清新小调,8727419531,https://music.163.com/playlist?id=8727419531
129489,1591398612,473,3,2023-03-30,21,华语 R&B/Soul 快乐 ,259,私藏歌单|华語R＆B 時刻放松好心情,8266383712,https://music.163.com/playlist?id=8266383712
16744920,354868458,24982,140,2020-11-24,1914,华语 流行 伤感 ,188,深夜emo歌单 | 从彼此世界路过,5349287264,https://music.163.com/playlist?id=5349287264
901129,64125864,14776,37,2023-10-15,251,R&B/Soul 放松 欧美 ,210,欧美R&B｜“顶级旋律 开口沦陷”,8802386865,https://music.163.com/playlist?id=8802386865
144697,1349664959,957,4,2023-07-12,28,欧美 R&B/Soul 浪漫 ,101,欧美R&B RnB｜浪漫慵懒节奏布鲁斯,8551451363,https://music.163.com/playlist?id=8551451363
105821,342371680,927,2,2023-12-24,10,华语 流行 浪漫 ,76,甜味小歌库 | 浪漫日常与甜蜜发酵！,9093372656,https://music.163.com/playlist?id=9093372656
144209,342371680,1755,4,2023-10-06,18,欧美 治愈 放松 ,88,旅行小众风 | 适合旅行听的小众轻柔治愈曲,8784367417,https://music.163.com/playlist?id=8784367417
199759,133561745,3172,10,2021-07-24,48,摇滚 另类/独立 驾车 ,90,布鲁斯摇滚丨公路行驶丨狂野,6878218453,https://music.163.com/playlist?id=6878218453
196462,342371680,4069,12,2023-11-28,73,轻音乐 孤独 感动 ,74,美学轻音 | 灵魂 摆渡 孤独 冥想 宿命感 ,8888183972,https://music.163.com/playlist?id=8888183972
3375677,79640896,34704,165,2018-05-06,1149,另类/独立 摇滚 欧美 ,60,『梦幻噪音治愈手册』自赏派编织的斑斓绮梦,2215267824,https://music.163.com/playlist?id=2215267824
9598274,541959300,103332,212,2022-11-03,919,古风 放松 华语 ,121,国风戏腔 | 人心多变，幻中吞幻,7724264654,https://music.163.com/playlist?id=7724264654
19910146,354868458,18979,356,2020-11-04,11065,流行 华语 伤感 ,103,你最爱的歌 我会反复听,5318604184,https://music.163.com/playlist?id=5318604184
23007988,354868458,39924,611,2020-11-24,16853,流行 华语 治愈 ,112,你喜欢的歌 我听上万遍,5349291073,https://music.163.com/playlist?id=5349291073
61604,311407415,289,评论,2023-12-30,6,欧美 R&B/Soul 韩语 ,150,☀辣妹出街 | 纽约布鲁克林×首尔弘大街头,9107695049,https://music.163.com/playlist?id=9107695049
793987,301543163,12230,62,2023-09-28,100,华语 流行 伤感 ,42,"【你也喜欢·郑润泽】合集歌单 | 更新中
",8760354232,https://music.163.com/playlist?id=8760354232
52851,441914234,470,48,2018-12-26,18,R&B/Soul 欧美 酒吧 ,42,『欧洲R&B』｜马天尼杯的龙舌兰,2573576529,https://music.163.com/playlist?id=2573576529
131584,448340614,2846,87,2017-04-06,21,日语 ACG 旅行 ,179,风格多变却洗脑十足的日系曲库,688857208,https://music.163.com/playlist?id=688857208
1018354,342371680,13236,21,2023-04-09,257,欧美 R&B/Soul 流行 ,170,浪漫R&B | 趁着微醺醉意 和你讲浪漫与愛,8288895420,https://music.163.com/playlist?id=8288895420
72975312,354868458,187380,919,2020-11-05,32466,华语 流行 伤感 ,215,深夜emo歌单「孤独」「伤感」「心碎」,5320325908,https://music.163.com/playlist?id=5320325908
673947,5088441805,6035,85,2023-05-19,54,流行 伤感 网络歌曲 ,52,如果有人爱我所有 我一定不会哭,8425241019,https://music.163.com/playlist?id=8425241019
272864,342371680,2161,3,2023-05-25,27,欧美 流行 说唱 ,113,辣妹/化妆/御用曲：多巴胺女孩必听曲,8437312415,https://music.163.com/playlist?id=8437312415
413891,301543163,5041,27,2023-11-19,53,说唱 华语 流行 ,38,【你也喜欢·加木】合集歌单 | 更新中,8871207069,https://music.163.com/playlist?id=8871207069
156236,346769611,1077,14,2022-08-27,14,伤感 说唱 孤独 ,133,emo伤感说唱｜孤独灵魂无处安放,7610430388,https://music.163.com/playlist?id=7610430388
127733,342371680,995,14,2023-09-06,11,欧美 流行 说唱 ,96,甜辣妆调 | 送给精致女孩的化妆歌单,8716116122,https://music.163.com/playlist?id=8716116122
449201,342371680,4642,24,2023-09-17,84,华语 流行 治愈 ,148,郑润泽 颜人中 队长 余佳运 h3r3,8737266633,https://music.163.com/playlist?id=8737266633
3130295,3900100056,39575,103,2023-01-11,400,韩语 流行 舞曲 ,192,甜甜的韩语歌｜听完想恋爱了嘛-,8045683533,https://music.163.com/playlist?id=8045683533
748451,413162032,3512,27,2020-07-01,85,说唱 流行 ,238,不安人的心里装着薄荷水,5090647718,https://music.163.com/playlist?id=5090647718
972353,342371680,11072,28,2023-06-01,116,古风 华语 流行 ,102,烟雨江南 | 雾雨朦胧 古韵浓香 如诗如画,8448813140,https://music.163.com/playlist?id=8448813140
95930,51066752,1529,12,2016-06-25,17,华语 流行 R&B/Soul ,49,CityPop｜日本泡沫经济时代最迷人的旋律,408364150,https://music.163.com/playlist?id=408364150
23598868,354868458,39324,338,2022-08-22,902,流行 华语 夜晚 ,125,深夜emo情歌 | 原来我真的无人问津,7601673633,https://music.163.com/playlist?id=7601673633
2075828,1743047392,22495,110,2023-10-11,293,流行 夜晚 伤感 ,93,「郑润泽丨队长 丨h3R3」·回忆和你我都没忘,8793844264,https://music.163.com/playlist?id=8793844264
913964,342371680,16078,32,2023-10-24,238,流行 R&B/Soul 粤语 ,100,粤语R&B | 醇正R&B 偏小众的浪漫,8819067050,https://music.163.com/playlist?id=8819067050
396730,1918652478,10256,35,2024-01-13,73,另类/独立 兴奋 ,110,『全员恶人』斯文败类‖偏执‖另类‖疯子,9145400523,https://music.163.com/playlist?id=9145400523
469487,342371680,3109,4,2023-12-23,48,华语 流行 快乐 ,90,甜味小歌库 | 草莓味心情补给站~,9093308601,https://music.163.com/playlist?id=9093308601
8747163,583471,252309,1394,2013-12-13,3322,轻音乐 浪漫 伤感 ,65,听觉盛宴｜凄美纯音,6812369,https://music.163.com/playlist?id=6812369
2643885,3695860549,9045,67,2023-09-16,91,华语 流行 综艺 ,164,《天赐的声音》那些惊艳全场的歌曲,8734505317,https://music.163.com/playlist?id=8734505317
3447766,311877725,28989,164,2018-03-04,665,欧美 影视原声 经典 ,78,电影里的音乐人，胶片上的旧时光,2126200965,https://music.163.com/playlist?id=2126200965
3951170,97515301,46876,87,2023-02-11,807,运动 散步 地铁 ,209,潮牌店BGM/东山口/安福路/太古里,8157041911,https://music.163.com/playlist?id=8157041911
4375690,64272440,64243,248,2017-01-08,1676,轻音乐 器乐 浪漫 ,66,浪漫主义 献给爱与美,563131486,https://music.163.com/playlist?id=563131486
633291,60282665,4967,23,2017-02-21,38,欧美 兴奋 摇滚 ,150,欧美高燃踩点BGM｜硬汉荷尔蒙的暴力美学,607780636,https://music.163.com/playlist?id=607780636
655257,342371680,9719,33,2023-05-08,87,日语 流行 清新 ,123,日式清新向｜超清新治愈的日语歌单,8405928935,https://music.163.com/playlist?id=8405928935
3257369,129153895,16617,126,2017-09-10,390,粤语 怀旧 流行 ,122,这些声音里藏着故事（粤语男声篇）,914087134,https://music.163.com/playlist?id=914087134
1864426,342371680,14074,15,2023-05-27,175,欧美 流行 快乐 ,140,多巴胺女孩快乐必听曲 | 出街氛围曲,8440497841,https://music.163.com/playlist?id=8440497841
4865665,64631536,64174,957,2016-01-14,619,韩语 流行 影视原声 ,194,【2009-2015】韩国青春偶像剧OST合集,154191310,https://music.163.com/playlist?id=154191310
1222614,99515159,7227,24,2022-06-05,120,华语 流行 摇滚 ,88,华语浪漫摇滚乐队 I 音乐节总是要去的吧,7472353248,https://music.163.com/playlist?id=7472353248
4249506,783819,20218,499,2017-08-27,243,华语 流行 怀旧 ,92,"B面第一首 ""非主打""备胎的忧伤",896260777,https://music.163.com/playlist?id=896260777
43370812,108952364,353529,649,2017-08-25,4810,粤语 流行 怀旧 ,99,粤语女声：永远心仪,893126993,https://music.163.com/playlist?id=893126993
5151239,2129546,211123,932,2013-11-22,3219,民谣 欧美 小语种 ,45,心驰神往，欧洲中古风格民谣,6185746,https://music.163.com/playlist?id=6185746
277585,342371680,1752,6,2023-06-25,30,华语 古风 ,66,戏腔绝唱 | 国风传唱 戏子无情 人间有情,8508826257,https://music.163.com/playlist?id=8508826257
742973,264182445,6895,21,2023-11-20,88,R&B/Soul 欧美 放松 ,112,欧美慵懒R&B | 夕阳挂在海岸上空,8873854259,https://music.163.com/playlist?id=8873854259
4811599,541205766,69062,300,2023-04-06,1079,欧美 R&B/Soul 说唱 ,209,「BTC4」这tm的才叫音乐｜时间减速带 ,8282413383,https://music.163.com/playlist?id=8282413383
1800985,85351650,22367,216,2016-05-03,610,摇滚 钢琴 流行 ,85,钢琴摇滚 I 浪子赠予诗人的一纸情书,374687888,https://music.163.com/playlist?id=374687888
10295762,739256,234265,1014,2014-08-18,5099,爵士 欧美 酒吧 ,42,大师们牛逼轰轰的Swing Jazz,25201357,https://music.163.com/playlist?id=25201357
13462947,2747182,321276,1292,2015-05-06,5649,轻音乐 治愈 感动 ,134,极简主义 | 听见。即诗。,71289185,https://music.163.com/playlist?id=71289185
1256977,85351650,9865,123,2016-12-08,455,欧美 乡村 摇滚 ,64,乡村摇滚 I 一簇炽而不灼的篝火,530916024,https://music.163.com/playlist?id=530916024
1303874,7394345,19663,174,2020-06-22,605,电子 另类/独立 孤独 ,80,Future Garage ' 孤独与守望者的悲鸣,5076804809,https://music.163.com/playlist?id=5076804809
5056327,422440514,51622,154,2023-03-19,808,欧美 流行 说唱 ,189,『欧美R&B Trap』沉浸式抓耳旋律说唱,8245517881,https://music.163.com/playlist?id=8245517881
3795110,85351650,49419,337,2018-02-08,1289,后摇 另类/独立 夜晚 ,117,人声后摇 I 怎奈何琼夜一嗓伶俜,2093273437,https://music.163.com/playlist?id=2093273437
294950,614517058,7775,86,2022-10-23,107,日语 流行 ACG ,144,「四夜人集合！」夜鹿 真夜中 夜游 可惜夜,7703720227,https://music.163.com/playlist?id=7703720227
2419062,1650191296,24639,143,2019-04-28,628,欧美 乡村 旅行 ,96,Country | 自驾旅行，赏乡野风情,2774009329,https://music.163.com/playlist?id=2774009329
29203698,64004173,827389,3958,2015-08-01,6877,日语 ACG 翻唱 ,89,日本人气唱见，每人一首良曲,94284266,https://music.163.com/playlist?id=94284266
3723583,2445590,103715,289,2016-07-02,1331,欧美 古典 影视原声 ,32,电影配乐中的古典乐章｜正声雅音,413889091,https://music.163.com/playlist?id=413889091
13931206,2683821,487194,2669,2016-05-15,7500,小语种 ACG New Age ,91,「造语歌」穿透灵魂 如唱诗般空灵唯美♪,382291922,https://music.163.com/playlist?id=382291922
4498321,33885759,37794,374,2017-02-28,614,粤语 流行 华语 ,97,香港金牌作曲人第二辑｜如果没有雷颂德,615218978,https://music.163.com/playlist?id=615218978
5236110,31080099,97038,896,2014-10-14,1887,摇滚 欧美 工作 ,62,温柔的摇滚吟颂者,32471960,https://music.163.com/playlist?id=32471960
1375898,536648815,19694,56,2021-08-04,581,欧美 R&B/Soul 放松 ,69,Funk舞厅 · 摇摆于复古派对,6897410885,https://music.163.com/playlist?id=6897410885
168431,3259948323,2411,107,2021-07-27,87,伤感 说唱 孤独 ,326,渴望幸福的同时 痛苦也随着蔓延,6884036196,https://music.163.com/playlist?id=6884036196
1557046,311877725,16777,123,2020-02-19,617,影视原声 怀旧 经典 ,70,经典放映室｜美国往事 黑白人生,4872288769,https://music.163.com/playlist?id=4872288769
1824686,31867249,25248,231,2015-02-20,657,欧美 民谣 另类/独立 ,20,当春风吹进民谣里【欧美篇】,53558869,https://music.163.com/playlist?id=53558869
642964,485543957,5473,12,2021-10-14,254,欧美 古典 钢琴 ,39,艺术之魂丨电影中那些至美的「肖邦时刻」,7019680451,https://music.163.com/playlist?id=7019680451
1881061,3432498,51831,226,2020-06-20,1368,欧美 摇滚 另类/独立 ,63,东斯拉夫丨后苏联时代后朋冷潮的复古美学,5073767626,https://music.163.com/playlist?id=5073767626
1141052,35631431,28700,88,2021-01-26,749,日语 流行 经典 ,130,东瀛 1980s 都市流行时光机丨City Pop,5483718802,https://music.163.com/playlist?id=5483718802
4408899,122356259,51285,170,2018-01-14,956,欧美 摇滚 驾车 ,60,公路音乐|纵情追逐梦想与远方,2057923710,https://music.163.com/playlist?id=2057923710
6861431,311877725,63723,334,2016-10-20,822,影视原声 经典 怀旧 ,90,电影慰时光 | 华语怀旧文艺片精选,490158454,https://music.163.com/playlist?id=490158454
4251041,1323364095,56651,263,2020-06-13,1200,欧美 清新 夜晚 ,129,浪漫星空物语☆空灵嗓音与星辰旋律,5062223334,https://music.163.com/playlist?id=5062223334
33431054,897345,606754,3412,2016-03-04,9261,欧美 民谣 乡村 ,100,【民谣盛宴】100首必听欧美民谣,311692545,https://music.163.com/playlist?id=311692545
18364144,92582150,242786,2203,2017-05-19,3155,欧美 流行 90后 ,100,100位欧美90后歌手：他们把青春给了音乐,733122887,https://music.163.com/playlist?id=733122887
8652569,3009378,256557,525,2013-09-17,2187,轻音乐 放松 经典 ,36,背景音乐珍藏，总有一天你会用上的,3924483,https://music.163.com/playlist?id=3924483
21668736,63574988,733495,3647,2015-05-31,12464,轻音乐 日语 ACG ,18,【日系纯音向】夏树眠 蝉在叫 人坏掉❤️,77629049,https://music.163.com/playlist?id=77629049
4442476,322035816,111569,373,2016-11-19,1997,器乐 轻音乐 古典 ,62,弦声摇曳&魅影婆娑——悲泣的提琴之魂,514033019,https://music.163.com/playlist?id=514033019
195305584,6438754,3847868,10397,2014-11-19,41292,流行 欧美 快乐 ,16,那些只听前奏就中毒的英文歌,37432514,https://music.163.com/playlist?id=37432514
18650056,248426205,280752,1534,2018-07-25,3536,华语 民谣 古风 ,112,国风民谣 |满堂花醉三千客，一剑霜寒十四州,2331136477,https://music.163.com/playlist?id=2331136477
4502539,64131531,81819,556,2016-08-05,1613,日语 说唱 安静 ,61,"日系jazz hiphop,鼓点里的浪漫气息",437360812,https://music.163.com/playlist?id=437360812
908824,435792755,18876,135,2020-04-28,416,电子 轻音乐 ACG ,56,童话风电子｜异世界环游，糖果与幻想,4992498533,https://music.163.com/playlist?id=4992498533
4629285,111089166,80862,158,2020-05-21,1333,日语 怀旧 浪漫 ,110,City Pop丨霓虹之都的浪漫旋律❤,5028486868,https://music.163.com/playlist?id=5028486868
6054834,9366336,96523,791,2015-10-02,1550,影视原声 欧美 经典 ,54,音乐不眠！那些音乐题材的电影,112143747,https://music.163.com/playlist?id=112143747
17957176,897345,421538,3737,2015-09-29,7413,轻音乐 兴奋 ,114,牛掰的人是这样拉小提琴的！,111456043,https://music.163.com/playlist?id=111456043
12527243,67853143,378605,1276,2016-06-19,6045,欧美 小语种 流行 ,149,【珍藏】必听的一百五十首音乐剧名曲,404757132,https://music.163.com/playlist?id=404757132
16668355,31199688,314970,1307,2015-12-03,3920,欧美 电子 另类/独立 ,19,【毒】开口沉醉，迷失于这女声,134606748,https://music.163.com/playlist?id=134606748
9701755,53654839,103497,1030,2018-02-11,2462,欧美 电子 浪漫 ,96,玫瑰全都给你 可不可以把你给我？,2097947168,https://music.163.com/playlist?id=2097947168
4147769,83659385,84088,802,2017-08-08,1201,轻音乐 民族 ACG ,158,『异域幻想』妖精乡 · 骑士的放浪冒险谭,872527977,https://music.163.com/playlist?id=872527977
